"Estimate","Est.Error","Q2.5","Q97.5","Region","WindSpeed","metrics"
0.816302539896875,0.192940829201494,0.631008653009297,0.994967600573482,"Baffin Bay",3.61671937542197,"Chl"
0.817973763720642,0.186804290479195,0.639453094042321,0.991647208497471,"Baffin Bay",3.6520773948739,"Chl"
0.819554332830919,0.18147850361482,0.6455405722164,0.989071725580733,"Baffin Bay",3.68743541432583,"Chl"
0.821031476870891,0.176910594112342,0.650434135524354,0.986586896833805,"Baffin Bay",3.72279343377776,"Chl"
0.822392863357334,0.1730297358158,0.656558051090305,0.984847190796915,"Baffin Bay",3.7581514532297,"Chl"
0.823626996989085,0.169755192952405,0.661467072310048,0.982997344527469,"Baffin Bay",3.79350947268163,"Chl"
0.824724034477076,0.167005452381009,0.666068861559012,0.981353461734522,"Baffin Bay",3.82886749213356,"Chl"
0.825675933351029,0.164705221639162,0.669467109459035,0.980560035771089,"Baffin Bay",3.86422551158549,"Chl"
0.826476296005638,0.162788547177226,0.671622136418412,0.980065705027287,"Baffin Bay",3.89958353103742,"Chl"
0.827120200768767,0.161198898339139,0.673005770518081,0.979392152402146,"Baffin Bay",3.93494155048935,"Chl"
0.827604632170317,0.159888184201422,0.674515902662564,0.978642689694404,"Baffin Bay",3.97029956994128,"Chl"
0.827928168860019,0.158813759768371,0.67607604631791,0.9778065209696,"Baffin Bay",4.00565758939322,"Chl"
0.828090456895997,0.157935612957162,0.677662253166595,0.976944319885469,"Baffin Bay",4.04101560884515,"Chl"
0.828091635236851,0.157214935917006,0.678157618364315,0.976050165464931,"Baffin Bay",4.07637362829708,"Chl"
0.827931742973572,0.156615143402543,0.678839205895051,0.975155427682592,"Baffin Bay",4.11173164774901,"Chl"
0.827610224655915,0.156103953154456,0.678942597522371,0.973914880747532,"Baffin Bay",4.14708966720094,"Chl"
0.827125431494453,0.155655707242366,0.679349175221364,0.973110683611371,"Baffin Bay",4.18244768665287,"Chl"
0.826474344932071,0.155252691136475,0.679174938530454,0.972621811760596,"Baffin Bay",4.2178057061048,"Chl"
0.825652262712606,0.154885429137983,0.678778601365153,0.971836166172312,"Baffin Bay",4.25316372555674,"Chl"
0.824652481110859,0.154551592050612,0.678387036744074,0.971139726544777,"Baffin Bay",4.28852174500867,"Chl"
0.823466119887532,0.154253096926892,0.677902510299763,0.969888803572143,"Baffin Bay",4.3238797644606,"Chl"
0.822082033127878,0.153992253039155,0.67661790164243,0.967924475140121,"Baffin Bay",4.35923778391253,"Chl"
0.820487439938419,0.153766664901924,0.675157300341711,0.966634893897722,"Baffin Bay",4.39459580336446,"Chl"
0.818668669219041,0.153566060509916,0.673420843535889,0.965328383863646,"Baffin Bay",4.42995382281639,"Chl"
0.816611735209082,0.1533726032032,0.671303310963131,0.962912850908475,"Baffin Bay",4.46531184226832,"Chl"
