"Estimate","Est.Error","Q2.5","Q97.5","Region","WindSpeed","metrics"
1.15568810255649,0.192940829201494,0.893356515814794,1.40863486539833,"Baffin Bay",0.673888374672003,"Chl"
1.15805415361653,0.186804290479195,0.905311813706967,1.40393398866388,"Baffin Bay",0.680476488314993,"Chl"
1.16029185940175,0.18147850361482,0.913930218962994,1.40028772417279,"Baffin Bay",0.687064601957983,"Chl"
1.16238314015774,0.176910594112342,0.920858327865882,1.39676980418681,"Baffin Bay",0.693652715600973,"Chl"
1.16431053605383,0.1730297358158,0.929528319706804,1.39430679878071,"Baffin Bay",0.700240829243963,"Chl"
1.1660577725078,0.169755192952405,0.936478313295666,1.39168786129041,"Baffin Bay",0.706828942886953,"Chl"
1.16761091378933,0.167005452381009,0.942993340293097,1.3893605185554,"Baffin Bay",0.713417056529942,"Chl"
1.16895857369445,0.164705221639162,0.947804442152575,1.38823721818405,"Baffin Bay",0.720005170172932,"Chl"
1.17009169475246,0.162788547177226,0.950855442113882,1.38753736472112,"Baffin Bay",0.726593283815922,"Chl"
1.17100330905911,0.161198898339139,0.952814335280478,1.3865837761712,"Baffin Bay",0.733181397458912,"Chl"
1.17168914743387,0.159888184201422,0.954952319259907,1.38552271719819,"Baffin Bay",0.739769511101902,"Chl"
1.17214719758655,0.158813759768371,0.957161107512595,1.38433890335497,"Baffin Bay",0.746357624744892,"Chl"
1.17237695842055,0.157935612957162,0.959406794979708,1.38311823395087,"Baffin Bay",0.752945738387881,"Chl"
1.17237862666785,0.157214935917006,0.960108112980625,1.38185232630614,"Baffin Bay",0.759533852030871,"Chl"
1.17215225767188,0.156615143402543,0.961073077024744,1.38058559276139,"Baffin Bay",0.766121965673861,"Chl"
1.17169706504867,0.156103953154456,0.96121945470674,1.37882927661212,"Baffin Bay",0.772710079316851,"Chl"
1.17101071450886,0.155655707242366,0.961795070959937,1.3776907268503,"Baffin Bay",0.779298192959841,"Chl"
1.17008893250145,0.155252691136475,0.961548393703808,1.37699860186722,"Baffin Bay",0.785886306602831,"Chl"
1.16892506176245,0.154885429137983,0.960987275583806,1.37588631663615,"Baffin Bay",0.79247442024582,"Chl"
1.167509611429,0.154551592050612,0.960432914238784,1.37490032559441,"Baffin Bay",0.79906253388881,"Chl"
1.16583000921766,0.154253096926892,0.959746941306327,1.37312931947103,"Baffin Bay",0.8056506475318,"Chl"
1.16387047519338,0.153992253039155,0.957928244353714,1.37034830276773,"Baffin Bay",0.81223876117479,"Chl"
1.16161291468437,0.153766664901924,0.955860384138514,1.36852256583041,"Baffin Bay",0.81882687481778,"Chl"
1.15903797270032,0.153566060509916,0.953401978862273,1.36667286179489,"Baffin Bay",0.82541498846077,"Chl"
1.15612584876726,0.1533726032032,0.95040406193625,1.36325304798667,"Baffin Bay",0.832003102103759,"Chl"
1.152857260305,0.153165032079867,0.948415182500409,1.3595475003411,"Baffin Bay",0.838591215746749,"Chl"
1.14921449114862,0.152923159109634,0.944846201853586,1.35596522399808,"Baffin Bay",0.845179329389739,"Chl"
1.14518230287212,0.152631134393354,0.941888990462033,1.35166663245267,"Baffin Bay",0.851767443032729,"Chl"
1.14074868613737,0.152279597257205,0.937894839757301,1.34653745660272,"Baffin Bay",0.858355556675719,"Chl"
1.13590569730214,0.151866536886462,0.933451608902051,1.34228678814343,"Baffin Bay",0.864943670318709,"Chl"
1.13065063791191,0.15139698597546,0.929654193750587,1.33636902011219,"Baffin Bay",0.871531783961698,"Chl"
1.12498743037808,0.150881478180855,0.924614113969318,1.33047843982782,"Baffin Bay",0.878119897604688,"Chl"
1.11892779800209,0.150333432727123,0.919439125314321,1.32447673007266,"Baffin Bay",0.884708011247678,"Chl"
1.11249165672886,0.149766139250728,0.914056036402855,1.31685472429595,"Baffin Bay",0.891296124890668,"Chl"
1.10570580036158,0.149189920572454,0.907298966366296,1.30911671174248,"Baffin Bay",0.897884238533658,"Chl"
1.09860318356379,0.14861203477749,0.900448814608426,1.3002173477389,"Baffin Bay",0.904472352176647,"Chl"
1.09122278451264,0.148038945413135,0.893420543411941,1.29253885762645,"Baffin Bay",0.911060465819637,"Chl"
1.08360780967855,0.147477146510159,0.886527473451379,1.28351658868777,"Baffin Bay",0.917648579462627,"Chl"
1.07580419738014,0.146934016768667,0.878673691254296,1.27439184568316,"Baffin Bay",0.924236693105617,"Chl"
1.06786012370362,0.146419507458947,0.871176129223814,1.26585203966618,"Baffin Bay",0.930824806748607,"Chl"
1.05982464811911,0.145942996571516,0.86215885703131,1.2563755214932,"Baffin Bay",0.937412920391597,"Chl"
1.05174670688285,0.145509838569409,0.85407296758502,1.24660621601452,"Baffin Bay",0.944001034034586,"Chl"
1.04367416045911,0.145119872637084,0.846679460959313,1.23750850828194,"Baffin Bay",0.950589147677576,"Chl"
1.03565302639189,0.144766161157119,0.838991963344584,1.22874073635879,"Baffin Bay",0.957177261320566,"Chl"
1.0277268347522,0.144434072215849,0.83059798202382,1.2188894251342,"Baffin Bay",0.963765374963556,"Chl"
1.01993521954126,0.144103972994818,0.822766332784751,1.20986564912442,"Baffin Bay",0.970353488606546,"Chl"
1.01231362699308,0.143753273919222,0.815167397889577,1.20197049111376,"Baffin Bay",0.976941602249536,"Chl"
1.00489347679673,0.143358576209784,0.808519871613395,1.19290593572714,"Baffin Bay",0.983529715892525,"Chl"
0.997701953751994,0.142898905450512,0.801630645541476,1.18478110916506,"Baffin Bay",0.990117829535515,"Chl"
0.990761443729653,0.142359276483258,0.795533287039654,1.17678815891782,"Baffin Bay",0.996705943178505,"Chl"
0.984089506586428,0.1417321118168,0.789465038325732,1.16907953294836,"Baffin Bay",1.00329405682149,"Chl"
0.977699453301971,0.1410159048468,0.784193671111345,1.16109924333604,"Baffin Bay",1.00988217046448,"Chl"
0.971601591495584,0.14021145619073,0.779656015323778,1.15287253710776,"Baffin Bay",1.01647028410747,"Chl"
0.965803311368803,0.139320319674753,0.775517232109454,1.14575146506364,"Baffin Bay",1.02305839775046,"Chl"
0.960308863781784,0.138344403324161,0.771301410990098,1.1394277851204,"Baffin Bay",1.02964651139345,"Chl"
0.95511999659073,0.137284706705514,0.768210720689037,1.13232339393049,"Baffin Bay",1.03623462503644,"Chl"
0.950235880960462,0.136142757773224,0.764319247749173,1.12564777614641,"Baffin Bay",1.04282273867943,"Chl"
0.945652307898024,0.134924843702186,0.76173703338256,1.12010734970411,"Baffin Bay",1.04941085232242,"Chl"
0.94136199781352,0.133644013826733,0.759309513100461,1.1147085038751,"Baffin Bay",1.05599896596541,"Chl"
0.93735490099679,0.132321449473507,0.757200038398288,1.10979459577185,"Baffin Bay",1.0625870796084,"Chl"
0.9336180969312,0.130987753644571,0.754729570545664,1.10437230608185,"Baffin Bay",1.06917519325139,"Chl"
0.930136019984193,0.129682044589503,0.752480710752088,1.10025343560424,"Baffin Bay",1.07576330689438,"Chl"
0.926890241475049,0.12845034293588,0.750866387288008,1.09499405255735,"Baffin Bay",1.08235142053737,"Chl"
0.923858959400255,0.127342849860656,0.74912719066095,1.09073908259925,"Baffin Bay",1.08893953418036,"Chl"
0.921017367293542,0.126408276182614,0.747909663334784,1.08699875468694,"Baffin Bay",1.09552764782335,"Chl"
