Date,Region,Chl,SST,Ice,Wind
1998-03-01,Baffin Bay,0.447451131366993,-1.62561983062375,0.957048416137695,4.98698488603675
1998-04-01,Baffin Bay,0.947948082237184,-1.3554062406222,0.883408264319102,5.02190976422606
1998-05-01,Baffin Bay,1.29935016718273,-1.0393445126472,0.785125799717442,5.46621148252035
1998-06-01,Baffin Bay,1.19682684272231,-0.27631675483038,0.667887608210246,3.82159422960731
1998-07-01,Baffin Bay,0.391145379591317,1.42955678701401,0.429855058270116,3.67547078095597
1998-08-01,Baffin Bay,0.340287768695089,2.04312720221858,0.460460286947989,4.27644404103438
1998-09-01,Baffin Bay,0.32757926980576,1.46963426868121,0.600213932991028,4.70343717072137
1998-10-01,Baffin Bay,1.02155694635278,-0.0818233693529281,0.58399082768348,6.65199137708909
1998-11-01,Baffin Bay,NaN,-0.69414826631546,0.707800068457921,5.95494207689026
1998-12-01,Baffin Bay,NaN,-0.960394520913401,0.791155465187565,6.22859527528268
1999-02-01,Baffin Bay,NaN,-1.62577379601342,0.956883019634655,4.61787873308512
1999-03-01,Baffin Bay,0.413457854430884,-1.70387511099538,0.973861942368169,3.89158410903644
1999-04-01,Baffin Bay,0.751471527495726,-1.49511959950129,0.917359240849813,4.55870996798864
1999-05-01,Baffin Bay,1.37258015241242,-1.3401973939711,0.889480225501522,3.91851110229928
1999-06-01,Baffin Bay,1.57521135721232,-0.62879249296772,0.726745353142421,4.68844963302968
1999-07-01,Baffin Bay,0.365565027743554,1.33539295436875,0.500236492964529,3.82903461954003
1999-08-01,Baffin Bay,0.515185281428783,2.22771389638224,0.431101791320309,4.92755895620542
1999-09-01,Baffin Bay,0.384817153850457,1.04002051949501,0.522823990384738,5.82114956954575
1999-10-01,Baffin Bay,NaN,-0.473918763139556,0.593935472349967,6.55473820241743
1999-11-01,Baffin Bay,NaN,-0.853513630231222,0.760385777552923,6.21926511062496
1999-12-01,Baffin Bay,NaN,-1.32757621426736,0.886753909049496,5.34214691721838
2000-02-01,Baffin Bay,NaN,-1.56348578272195,0.941553346041975,4.89639598387563
2000-03-01,Baffin Bay,0.513267694392565,-1.6599961749969,0.966062255444065,4.45718359568819
2000-04-01,Baffin Bay,1.20914996153362,-1.45382177035014,0.906157159805298,4.66586576978165
2000-05-01,Baffin Bay,1.44355435366888,-1.0840077496344,0.809277542175785,4.66848369876768
2000-06-01,Baffin Bay,1.38483898617668,0.0513219783703486,0.633542650938034,4.18893961983473
2000-07-01,Baffin Bay,0.300570790694601,2.05856697790084,0.462903119864002,4.55401097931397
2000-08-01,Baffin Bay,0.321287271960632,2.48051040018758,0.524148573798518,5.35706670070547
2000-09-01,Baffin Bay,0.354756318261573,1.92745589017868,0.617523388067881,5.88733264049441
2000-10-01,Baffin Bay,NaN,0.0505443687640852,0.627365039240929,7.01684921385265
2000-11-01,Baffin Bay,NaN,-0.774365661541621,0.753160951534907,6.25399886530417
2000-12-01,Baffin Bay,NaN,-1.26293997610769,0.878020922983846,5.40365915226321
