"Estimate","Est.Error","Q2.5","Q97.5","Region","IceCover","metrics"
0.514632198053027,0.22339679126835,0.298728457426159,0.72506405927481,"Baffin Bay",0.447996378406401,"Chl"
0.517030367102081,0.210026018282543,0.314692377107706,0.716416298146754,"Baffin Bay",0.453250523894413,"Chl"
0.51908072941399,0.199246787410983,0.32540969548326,0.709215093796143,"Baffin Bay",0.458504669382425,"Chl"
0.52078286101892,0.190744775712595,0.336278037973706,0.703136733278235,"Baffin Bay",0.463758814870437,"Chl"
0.522142064916629,0.184165818055275,0.344291384579918,0.698885231323443,"Baffin Bay",0.469012960358449,"Chl"
0.523176185511316,0.1791631968428,0.351474433886076,0.694771157827166,"Baffin Bay",0.474267105846461,"Chl"
0.523916684855192,0.175433574889724,0.35608787792787,0.691753056327522,"Baffin Bay",0.479521251334473,"Chl"
0.524403543764153,0.17272592858575,0.360436446987746,0.690785136701636,"Baffin Bay",0.484775396822484,"Chl"
0.524684562805755,0.170837776832505,0.36315239654289,0.688605355509325,"Baffin Bay",0.490029542310496,"Chl"
0.524812595700128,0.169599024262958,0.365002065638689,0.686553312792032,"Baffin Bay",0.495283687798508,"Chl"
0.524844541687867,0.168855928871028,0.365406233183992,0.685945907408052,"Baffin Bay",0.50053783328652,"Chl"
0.524841933365277,0.16846010135071,0.365592380773307,0.686285046774967,"Baffin Bay",0.505791978774532,"Chl"
0.524869230517087,0.168261228925404,0.364982207398002,0.685876386205079,"Baffin Bay",0.511046124262544,"Chl"
0.52499216830529,0.168105878485671,0.364941644038295,0.686137390329022,"Baffin Bay",0.516300269750556,"Chl"
0.525275803710597,0.167841369114244,0.364670046452,0.686406820922233,"Baffin Bay",0.521554415238567,"Chl"
0.525781782140761,0.167332222401002,0.366015210338215,0.686693912035689,"Baffin Bay",0.526808560726579,"Chl"
0.526565686043723,0.166479138642453,0.368442467303578,0.685496054438082,"Baffin Bay",0.532062706214591,"Chl"
0.527676796858532,0.165222801121287,0.370567997958548,0.684976004849258,"Baffin Bay",0.537316851702603,"Chl"
0.529158449864862,0.163542423692732,0.37311442483381,0.685458821945485,"Baffin Bay",0.542570997190615,"Chl"
0.531048189821987,0.161452705578565,0.377412022090415,0.685295022563122,"Baffin Bay",0.547825142678627,"Chl"
0.533373518506615,0.159011625905769,0.381922846758334,0.685366784313368,"Baffin Bay",0.553079288166639,"Chl"
0.536151527473041,0.156311366241515,0.387365467179679,0.686001370739685,"Baffin Bay",0.558333433654651,"Chl"
0.539391023281998,0.153457957537683,0.392423175528694,0.686750354186329,"Baffin Bay",0.563587579142663,"Chl"
0.543091836895306,0.150558217376099,0.39888866188821,0.688780899611095,"Baffin Bay",0.568841724630674,"Chl"
0.547244948143148,0.147705894874753,0.405853462870861,0.689898161841742,"Baffin Bay",0.574095870118686,"Chl"
0.551835601354499,0.144963474542147,0.414079590608287,0.691848104501887,"Baffin Bay",0.579350015606698,"Chl"
0.556844936822114,0.142357336533485,0.422516752537023,0.693938622052794,"Baffin Bay",0.58460416109471,"Chl"
0.562251339030225,0.139881466650827,0.430170084116601,0.69728072401589,"Baffin Bay",0.589858306582722,"Chl"
0.568031931235541,0.137509489903422,0.43864164064768,0.700499155216531,"Baffin Bay",0.595112452070734,"Chl"
0.574163663705688,0.135219031995445,0.447535821955441,0.703820987071544,"Baffin Bay",0.600366597558746,"Chl"
0.580624631391154,0.133014492100222,0.455841853332697,0.708114585745745,"Baffin Bay",0.605620743046758,"Chl"
0.587394866229962,0.130931308767079,0.465040027283541,0.71316466248296,"Baffin Bay",0.610874888534769,"Chl"
0.594456428185237,0.12902501208819,0.473779331453574,0.718843240211286,"Baffin Bay",0.616129034022781,"Chl"
0.601793124516161,0.12735365527539,0.482727468205493,0.724371991117813,"Baffin Bay",0.621383179510793,"Chl"
0.609389971696272,0.125958635896013,0.491914410228983,0.730878888512357,"Baffin Bay",0.626637324998805,"Chl"
0.617232390500118,0.124850300282901,0.50084482403429,0.738137377476255,"Baffin Bay",0.631891470486817,"Chl"
0.62530514120848,0.124001100944697,0.510013501093174,0.744840942830988,"Baffin Bay",0.637145615974829,"Chl"
0.63359088467337,0.123351205359796,0.518767144199692,0.75315732028177,"Baffin Bay",0.642399761462841,"Chl"
0.642069223696616,0.122819574629363,0.527436316317077,0.761660012715341,"Baffin Bay",0.647653906950852,"Chl"
0.650715144591636,0.122325650453221,0.536575265493109,0.769726292377215,"Baffin Bay",0.652908052438864,"Chl"
0.659497122211868,0.121815346194423,0.545338785979857,0.778189364854083,"Baffin Bay",0.658162197926876,"Chl"
0.668375297683891,0.121281356087514,0.554830789813389,0.786172885506934,"Baffin Bay",0.663416343414888,"Chl"
0.677300921792001,0.120767411263403,0.563825730374937,0.794141276817637,"Baffin Bay",0.6686704889029,"Chl"
0.686217110944625,0.120355934559726,0.572884376186569,0.802449303942381,"Baffin Bay",0.673924634390912,"Chl"
0.695060192798385,0.120146108752274,0.582215917731888,0.810682716165116,"Baffin Bay",0.679178779878924,"Chl"
0.703757280381196,0.120240207902619,0.590112050913357,0.81931157126391,"Baffin Bay",0.684432925366936,"Chl"
0.712226748244311,0.120720335526266,0.598946137017879,0.827627020188335,"Baffin Bay",0.689687070854948,"Chl"
0.720379962588081,0.121628656588801,0.606295143255662,0.837131882357801,"Baffin Bay",0.694941216342959,"Chl"
